Year,Ruta,Idestado,Idmunicipio,Idciclo,Idmodalidad,Idcultivo,Sembrada,Volumenproduccion,Precio,Valorproduccion
2018,3,20,273,1,1,5740000,3.5,50.75,7456.43,378413.82
2018,3,20,227,1,1,7470000,28,1078,492.88,531324.64
2018,3,20,227,1,1,5490000,3.2,118.4,398.26,47153.98
2018,3,20,135,1,1,6070000,2.75,4.95,7614.55,37692.02
2018,3,20,132,1,1,8980000,1,9,8188.39,73695.51
2018,3,20,132,1,1,6820000,6.25,156.25,26150.8,4086062.5
2018,3,20,132,1,1,6600000,2,23.5,7259.77,170604.6
2018,3,20,132,1,1,6190000,2.3,16.56,3263.04,54035.94
2018,3,20,132,1,1,5740000,2.5,38.5,7538.62,290236.87
2018,3,20,123,1,1,8980000,7.5,75,8145.6,610920
2018,3,20,123,1,1,6120000,12.5,83.75,13266.39,1111060.16
2018,3,20,112,1,1,6120000,3.5,24.5,13072.45,320275.03
2018,3,20,112,1,1,6070000,1,2,7614.85,15229.7
2018,3,20,108,1,1,7100000,1.2,2.94,7115,20918.1
2018,3,20,108,1,1,6070000,1.25,2.19,7677.15,16812.96
2018,3,20,107,1,1,8790000,1.5,54,498.19,26902.26
2018,3,20,107,1,1,5490000,3.55,129.57,400.89,51943.32
2018,3,20,103,1,1,8980000,3.2,31.2,8250,257400
2018,3,20,103,1,1,8210000,5,87.5,8042.71,703737.13
2018,3,20,103,1,1,6600000,5.25,63,7245.97,456496.11
2018,3,20,103,1,1,6310000,6.15,119.93,1788.64,214511.6
2018,3,20,103,1,1,6190000,4.15,31.13,3281.21,102144.16
2018,3,20,103,1,1,6120000,5,36.25,13278.24,481336.2
2018,3,20,103,1,1,5940000,6.5,143,8574.44,1226144.92
2018,3,20,103,1,1,5740000,11.1,172.05,7515.87,1293105.43
2018,3,20,103,1,1,5070000,5.5,44,18513.55,814596.2
2018,3,20,102,1,1,7470000,7.5,277.5,496,137640
2018,3,20,92,1,1,8980000,1.35,13.5,8205.37,110772.5
2018,3,20,92,1,1,6120000,1.25,9.13,12868.91,117493.15
2018,3,20,92,1,1,5740000,0.2,3,7469.42,22408.26
2018,3,20,77,1,1,7470000,30,1186.5,495.23,587590.4
2018,3,20,68,1,1,8710000,7,206.5,4970.36,1026379.34
2018,3,20,68,1,1,7670000,4,78,7620.54,594402.12
2018,3,20,68,1,1,6600000,9.25,106.38,7309.83,777619.72
2018,3,20,68,1,1,6310000,4.6,93.15,1813.23,168902.37
2018,3,20,68,1,1,6120000,4.5,31.5,13635.13,429506.6
2018,3,20,68,1,1,6070000,12.5,27.5,7666.64,210832.6
2018,3,20,68,1,1,5740000,12,181.8,7432.52,1351232.14
2018,3,20,68,1,1,5070000,3.25,25.03,18665.66,467201.47
2018,3,20,63,1,1,7470000,21,798,494.17,394347.66
2018,3,20,63,1,1,5490000,3.25,126.75,393.77,49910.35
2018,3,20,49,1,1,6070000,1.5,3.15,7627.86,24027.76
2018,3,20,33,1,1,8790000,2.75,103.13,493.31,50875.06
2018,3,20,33,1,1,7470000,18.5,702.08,491.12,344805.53
2018,3,20,33,1,1,5490000,1.15,43.13,397.83,17158.41
2018,3,20,23,1,1,6600000,1.5,18.52,7289.66,135004.5
2018,3,20,23,1,1,6120000,3.5,23.63,13611.9,321649.2
2018,3,20,23,1,1,5740000,1.8,26.1,7471.91,195016.85
2018,3,20,13,1,1,7470000,8,296,491.55,145498.8
2018,3,20,7,1,1,8710000,1.5,43.5,4896.73,213007.76
2018,3,20,7,1,1,6070000,2,4,7542.7,30170.8
2018,3,20,7,1,1,5940000,1.5,31.5,8470.95,266834.93
2018,3,20,570,1,2,6900000,6,6.3,8908.11,56121.09
2018,3,20,565,1,2,6900000,8.25,8,8984.06,71872.48
2018,3,20,561,1,2,6900000,3.5,3.33,8938.99,29766.84
2018,3,20,553,1,2,6900000,3.25,3.06,8844.8,27065.09
2018,3,20,530,1,2,6900000,3.5,3.43,8909.62,30560
2018,3,20,519,1,2,6900000,5,4.8,8783.44,42160.51
2018,3,20,494,1,2,7100000,2.15,2.47,7309.05,18053.35
2018,3,20,452,1,2,6900000,5,4.8,8916.88,42801.02
2018,3,20,452,1,2,6070000,1.5,1.42,8365.63,11879.19
2018,3,20,426,1,2,7100000,2,1.8,7327.76,13189.97
2018,3,20,426,1,2,6070000,0.35,0.39,8208.41,3201.28
2018,3,20,393,1,2,6900000,1.75,1.86,8870.89,16499.86
2018,3,20,393,1,2,6070000,1.35,1.31,8352.56,10941.85
2018,3,20,389,1,2,6900000,0.75,0.74,8842.78,6543.66
2018,3,20,387,1,2,6900000,3.5,3.85,8886.36,34212.49
2018,3,20,368,1,2,6900000,7,6.86,8929.4,61255.68
2018,3,20,315,1,2,6900000,4,4.25,8934.59,37972.01
2018,3,20,310,1,2,6900000,3,2.97,8852.73,26292.61
2018,3,20,301,1,2,6900000,3.25,3.74,8824.19,33002.47
2018,3,20,295,1,2,6900000,7.5,7.35,8742.86,64260.02
2018,3,20,273,1,2,7100000,2.25,2.18,7329.84,15979.05
2018,3,20,243,1,2,6900000,23,21.8,8764.22,191060
2018,3,20,192,1,2,6900000,4,3.92,8849.11,34688.51
2018,3,20,174,1,2,6900000,1,0.96,9131.25,8766
2018,3,20,135,1,2,6070000,1,1.02,8388.24,8556
2018,3,20,132,1,2,6900000,2.5,2.42,8948.14,21654.5
2018,3,20,115,1,2,6900000,3.5,3.47,8785.16,30484.51
2018,3,20,112,1,2,6900000,3.25,3.02,8720.33,26335.4
2018,3,20,103,1,2,6900000,9,8.82,8617.14,76003.17
2018,3,20,68,1,2,6900000,15,17.7,8696.27,153923.98
2018,3,20,68,1,2,6070000,3.25,3.19,8412.77,26836.74
2018,3,20,67,1,2,6900000,3.25,3.15,8938.1,28155.02
2018,3,20,49,1,2,6900000,10,12,9085.42,109025.04
2019,3,20,570,1,2,6900000,6.25,6.25,9881.92,61762
2019,3,20,565,1,2,6900000,8,7.85,9496.89,74550.59
2019,3,20,561,1,2,6900000,3.35,3.22,9836.44,31673.34
2019,3,20,553,1,2,6900000,3.15,3.05,9829.81,29980.92
2019,3,20,530,1,2,6900000,3.4,3.37,9877.33,33286.6
2019,3,20,519,1,2,6900000,4.5,4.25,9953.59,42302.76
2019,3,20,494,1,2,7100000,2.25,2.19,7054.77,15449.95
2019,3,20,452,1,2,6900000,4.75,4.49,9580.18,43015.01
2019,3,20,452,1,2,6070000,1.2,1.08,8010.08,8650.89
2019,3,20,426,1,2,7100000,2.15,2.11,7176.46,15142.33
2019,3,20,426,1,2,6070000,0.45,0.54,8016.63,4328.98
2019,3,20,393,1,2,6900000,1.85,2.13,9333.3,19879.93
2019,3,20,393,1,2,6070000,1.45,1.42,7751.98,11007.81
2019,3,20,389,1,2,6900000,0.5,0.59,9821.85,5794.89
2019,3,20,387,1,2,6900000,3.25,3.89,9797.27,38111.38
2019,3,20,368,1,2,6900000,7.4,7.2,9845.54,70887.89
2019,3,20,315,1,2,6900000,4.35,5.08,9720.64,49380.85
2019,3,20,310,1,2,6900000,3.75,4.25,9741.65,41402.01
2019,3,20,301,1,2,6900000,3.2,3.83,9649.88,36959.04
2019,3,20,295,1,2,6900000,7.75,8.07,9531.46,76918.88
2019,3,20,273,1,2,7100000,2.1,2.17,7178.99,15578.41
2019,3,20,243,1,2,6900000,22.75,20.48,9336.34,191208.24
2019,3,20,192,1,2,6900000,4.2,3.95,9854.76,38926.3
2019,3,20,174,1,2,6900000,0.75,0.74,10021.73,7416.08
2019,3,20,135,1,2,6070000,1.2,1.35,8122.93,10965.96
2019,3,20,132,1,2,6900000,2.35,2.3,9634.25,22158.78
2019,3,20,115,1,2,6900000,3.4,3.61,9881.73,35673.05
2019,3,20,112,1,2,6900000,3.1,2.86,9788.07,27993.88
2019,3,20,103,1,2,6900000,9.25,10.12,9635.04,97506.6
2019,3,20,68,1,2,6900000,15.85,18.14,9679.2,175580.69
2019,3,20,68,1,2,6070000,3.3,3.57,7762.61,27712.52
2019,3,20,67,1,2,6900000,3.5,3.22,9848.53,31712.27
2019,3,20,49,1,2,6900000,10.45,12.79,9813.18,125510.57
2019,3,20,570,1,1,8980000,3,31.46,8338,262313.48
2019,3,20,570,1,1,8710000,1.75,54.07,4420.06,238992.64
2019,3,20,570,1,1,7470000,6.2,235.52,493.31,116184.37
2019,3,20,570,1,1,6820000,0.65,16.58,25535.1,423371.96
2019,3,20,570,1,1,6120000,7,51.25,13097.74,671259.18
2019,3,20,565,1,1,6600000,5.25,60.34,6847.87,413200.48
2019,3,20,561,1,1,8980000,1.2,11.97,8392.83,100462.18
2019,3,20,561,1,1,8710000,0.75,22.48,4263.18,95836.29
2019,3,20,561,1,1,6600000,2.25,25.72,7164.92,184281.74
2019,3,20,561,1,1,6310000,3.2,70.28,1611.5,113256.22
2019,3,20,561,1,1,6190000,2.25,16.72,3547.93,59321.39
2019,3,20,561,1,1,6120000,1.5,10.59,13167.78,139446.79
2019,3,20,561,1,1,5940000,4.25,92.07,7690.82,708093.8
2019,3,20,561,1,1,5740000,2.1,32.17,7512.75,241685.17
2019,3,20,561,1,1,5070000,1.3,10.9,19202.11,209303
2019,3,20,555,1,1,6600000,3.75,45.74,7292.44,333556.21
2019,3,20,555,1,1,6120000,3.15,22.92,13333.76,305609.78
2019,3,20,539,1,1,8790000,1.75,66.44,452.09,30036.86
2019,3,20,539,1,1,7470000,15.2,584.54,490.94,286974.07
2019,3,20,539,1,1,6070000,0.25,0.5,7600.58,3800.29
2019,3,20,530,1,1,8710000,0.65,18.84,4317.87,81348.67
2019,3,20,530,1,1,6120000,1.3,9.29,13196.08,122591.58
2019,3,20,530,1,1,6070000,1.35,2.72,7538.16,20503.8
2019,3,20,530,1,1,5940000,2.4,54.23,7346.86,398420.22
2019,3,20,519,1,1,8980000,2.6,24.32,8502.9,206790.53
2019,3,20,483,1,1,8980000,5.1,52.06,8344.96,434438.62
2019,3,20,483,1,1,6600000,5.2,63.98,6887.99,440693.6
2019,3,20,483,1,1,6120000,4.35,32.1,13059.67,419215.41
2019,3,20,483,1,1,5740000,4,58.85,7446.53,438228.29
2019,3,20,452,1,1,6600000,2.5,29.5,7032.73,207465.54
2019,3,20,452,1,1,6070000,2.25,4.74,7342.45,34803.21
2019,3,20,452,1,1,5740000,2.15,30.98,7431.25,230220.13
2019,3,20,409,1,1,8980000,1.55,15.83,8286.01,131167.54
2019,3,20,409,1,1,6120000,2.15,15.47,13374.62,206905.37
2019,3,20,399,1,1,8980000,4.75,47.02,8360.26,393099.43
2019,3,20,399,1,1,6310000,2.05,42.83,1484.58,63584.56
2019,3,20,399,1,1,6120000,3.4,24.63,13287.79,327278.27
2019,3,20,399,1,1,5490000,2.25,82.77,398.97,33022.75
2019,3,20,398,1,1,8980000,0.08,0.89,8288.49,7376.76
2019,3,20,398,1,1,6120000,1.85,12.82,13138.12,168430.7
2019,3,20,393,1,1,6600000,1.55,18.55,6912.19,128221.12
2019,3,20,385,1,1,8790000,12,458.61,496,227470.56
2019,3,20,385,1,1,8210000,1.8,33.27,7506.07,249726.95
2019,3,20,385,1,1,7470000,5.75,214.78,489.99,105240.05
2019,3,20,385,1,1,6120000,5,36.58,13325.25,487437.65
2019,3,20,385,1,1,5490000,3.45,132.47,405.02,53653
2019,3,20,378,1,1,8980000,2.75,26.46,8478.85,224350.37
2019,3,20,378,1,1,7470000,18.5,702.81,491.85,345677.1
2019,3,20,368,1,1,6070000,4.25,9.33,7364.68,68712.46
2019,3,20,368,1,1,5740000,1.85,29.08,7454.18,216767.55
2019,3,20,338,1,1,7470000,8.75,325.84,495.69,161515.63
2019,3,20,315,1,1,8210000,1.6,27.56,7272.94,200442.23
2019,3,20,315,1,1,6600000,2.15,24.36,6816.8,166057.25
2019,3,20,315,1,1,6070000,0.75,1.6,7455.11,11928.18
2019,3,20,315,1,1,5740000,1,14.41,7440.65,107219.77
2019,3,20,310,1,1,8980000,1.15,11.7,8473.13,99135.62
2019,3,20,310,1,1,6120000,1.2,8.3,13314.82,110513.01
2019,3,20,310,1,1,5740000,0.33,4.75,7574.69,35979.78
2019,3,20,310,1,1,5490000,3.25,120.79,397.67,48034.56
2019,3,20,301,1,1,6190000,2.33,17.11,3399.95,58173.14
2019,3,20,301,1,1,5740000,0.55,8.58,7466.23,64060.25
2019,3,20,295,1,1,8980000,1.55,15.69,8369.46,131316.83
2019,3,20,295,1,1,8710000,2.2,64.65,4487.51,290117.52
2019,3,20,295,1,1,7470000,34,1359.27,490.84,667184.09
2019,3,20,295,1,1,6120000,16.22,111.58,12642.12,1410607.75
2019,3,20,294,1,1,6600000,3.75,43.94,6906.94,303490.94
2019,3,20,294,1,1,6120000,3.2,23.45,13096.58,307114.8
2019,3,20,294,1,1,5740000,3.45,52.51,7462.91,391877.4
2019,3,20,273,1,1,7100000,1.8,1.76,7355.5,12945.68
2019,3,20,273,1,1,6070000,1.5,2.78,7375.44,20503.72
2019,3,20,273,1,1,5740000,3.35,49.17,7423.67,365021.85
2019,3,20,227,1,1,7470000,27,1049.72,492.38,516861.13
2019,3,20,227,1,1,5490000,3.35,127.15,399.55,50802.78
2019,3,20,135,1,1,6070000,2.55,5.04,7496.99,37784.83
2019,3,20,132,1,1,8980000,1.45,13.18,8132.18,107182.13
2019,3,20,132,1,1,6820000,6,154,25409.16,3913010.64
2019,3,20,132,1,1,6600000,2.2,26.12,6746.77,176225.63
2019,3,20,132,1,1,6190000,2.5,18.5,3394.88,62805.28
2019,3,20,132,1,1,5740000,2.6,40.42,7467.25,301826.25
2019,3,20,123,1,1,8980000,8,83.23,8329.55,693268.45
2019,3,20,123,1,1,6120000,12.25,84.93,12831.52,1089780.99
2019,3,20,112,1,1,6120000,3.25,23.42,13018.03,304882.26
2019,3,20,112,1,1,6070000,0.9,2.02,7395.71,14939.33
2019,3,20,108,1,1,7100000,1.35,1.19,7410,8817.9
2019,3,20,108,1,1,6070000,1.2,2.24,7296.88,16345.01
2019,3,20,107,1,1,8790000,1.25,47.13,451.05,21257.99
2019,3,20,107,1,1,5490000,3,114.32,393.38,44971.2
2019,3,20,103,1,1,8980000,3.35,33.83,8052.22,272406.6
2019,3,20,103,1,1,8210000,4.75,85.37,7585.98,647615.11
2019,3,20,103,1,1,6600000,5.15,62.81,6818.68,428281.29
2019,3,20,103,1,1,6310000,5.15,108.84,1704.92,185563.49
2019,3,20,103,1,1,6190000,4,30.94,3437.78,106364.91
2019,3,20,103,1,1,6120000,5.25,38.96,12778.35,497844.52
2019,3,20,103,1,1,5940000,6.75,148.78,7664.62,1140342.16
2019,3,20,103,1,1,5740000,11,174.46,7409.49,1292659.63
2019,3,20,103,1,1,5070000,5.25,41.26,19098.29,787995.45
2019,3,20,102,1,1,7470000,7.25,271.59,466.22,126620.69
2019,3,20,92,1,1,8980000,1.1,11.32,8203.62,92864.98
2019,3,20,92,1,1,6120000,1.32,9.82,13241.83,130034.77
2019,3,20,92,1,1,5740000,0.22,3.29,7417.18,24402.52
2019,3,20,77,1,1,7470000,25,996.34,489.93,488136.86
2019,3,20,68,1,1,8710000,7.25,216.1,4233.02,914755.62
2019,3,20,68,1,1,7670000,3.85,77.53,7551.56,585472.45
2019,3,20,68,1,1,6600000,9.35,110.56,6969.45,770542.39
2019,3,20,68,1,1,6310000,4.5,99.56,1613.59,160649.02
2019,3,20,68,1,1,6120000,4.35,31.54,12653.47,399090.44
2019,3,20,68,1,1,6070000,12,27.41,7360.75,201758.16
2019,3,20,68,1,1,5740000,11.75,180.83,7496.02,1355505.3
2019,3,20,68,1,1,5070000,3.4,26.98,19222.92,518634.38
2019,3,20,63,1,1,7470000,20,779.73,475.31,370613.47
2019,3,20,63,1,1,5490000,3.15,124.29,396.32,49258.61
2019,3,20,49,1,1,6070000,1.65,3.61,7315.93,26410.51
2019,3,20,33,1,1,8790000,2.55,96.1,456.45,43864.85
2019,3,20,33,1,1,7470000,17.5,677.7,485.65,329125.01
2019,3,20,33,1,1,5490000,1,38.98,361.15,14077.63
2019,3,20,23,1,1,6600000,1.35,16.91,6633.39,112170.62
2019,3,20,23,1,1,6120000,3.4,23.48,13006.33,305388.63
2019,3,20,23,1,1,5740000,1.75,27.71,7514.17,208217.65
2019,3,20,13,1,1,7470000,8.2,313.19,486.28,152298.03
2019,3,20,7,1,1,8710000,1.35,39.58,4403.86,174304.78
2019,3,20,7,1,1,6070000,1.75,3.68,7368.31,27115.38
2019,3,20,7,1,1,5940000,1,21.52,7587.82,163289.89
2019,3,20,570,2,1,8980000,4.25,88.2,9239.28,814904.5
2019,3,20,570,2,1,6120000,4.08,30.28,14954.97,452836.49
2019,3,20,561,2,1,6190000,1.48,10.43,2623.11,27359.04
2019,3,20,561,2,1,5940000,2.08,44.84,9469.5,424612.38
2019,3,20,539,2,1,7470000,0.63,21.99,462.15,10162.68
2019,3,20,531,2,1,6070000,0.48,0.52,9297.92,4834.92
2019,3,20,530,2,1,8980000,2.83,57.83,9303.32,538011
2019,3,20,530,2,1,6120000,1.82,12.46,15878.61,197847.48
2019,3,20,530,2,1,6070000,1.77,2.12,9423.76,19978.37
2019,3,20,483,2,1,6600000,3.43,34.92,7967.24,278216.02
2019,3,20,483,2,1,6070000,1.53,1.8,9413.09,16943.56
2019,3,20,483,2,1,5740000,3.92,61.42,11801.15,724826.63
2019,3,20,452,2,1,5940000,2.25,50.27,9128.08,458868.58
2019,3,20,452,2,1,5740000,0.92,14.45,11537.12,166711.38
2019,3,20,409,2,1,6120000,1.58,11.21,14747.56,165320.15
2019,3,20,399,2,1,8980000,2.42,51.72,9284.84,480211.92
2019,3,20,399,2,1,6120000,1,7.03,15771.29,110872.17
2019,3,20,399,2,1,5740000,1.38,21.91,11697.92,256301.43
2019,3,20,399,2,1,5490000,1.42,44.18,444.8,19651.26
2019,3,20,393,2,1,6600000,2.4,24.43,8082.07,197444.97
2019,3,20,388,2,1,8980000,2.25,45.5,9050.05,411777.28
2019,3,20,388,2,1,5740000,4.58,67.95,11566.31,785930.76
2019,3,20,385,2,1,8790000,6.75,213.46,453.58,96821.19
2019,3,20,385,2,1,7470000,5.67,208.68,462.03,96416.42
2019,3,20,385,2,1,6120000,0.38,2.67,15802.22,42191.93
2019,3,20,385,2,1,5490000,2.58,80.55,447.75,36066.26
2019,3,20,378,2,1,8980000,3.5,73.87,9146.57,675657.13
2019,3,20,378,2,1,7470000,17.25,607.37,469.07,284899.05
2019,3,20,338,2,1,7470000,2.67,96.71,471.34,45583.29
2019,3,20,315,2,1,8210000,0.78,15.71,7825.07,122931.85
2019,3,20,315,2,1,6600000,1.95,19.58,8130.84,159201.85
2019,3,20,315,2,1,6070000,1.1,1.31,9416.62,12335.77
2019,3,20,315,2,1,5740000,1.5,22.98,11615.68,266928.33
2019,3,20,310,2,1,8980000,1.67,34.11,9642.32,328899.54
2019,3,20,310,2,1,5740000,1.92,30.22,11605.66,350723.05
2019,3,20,310,2,1,5490000,2,61.75,429.11,26497.54
2019,3,20,301,2,1,8210000,0.53,10.52,7732.87,81349.79
2019,3,20,301,2,1,5740000,0.63,9.74,11520.57,112210.35
2019,3,20,295,2,1,8980000,7.33,153.67,9392.6,1443360.84
2019,3,20,295,2,1,7470000,196,7034.44,457.66,3219381.81
2019,3,20,295,2,1,6120000,5.58,40.15,15036.36,603709.85
2019,3,20,294,2,1,7470000,5.83,211.34,463.01,97852.53
2019,2,21,129,2,1,6610000,450,4644,1277.57,5933035.08
2019,2,21,129,1,1,7670000,5,92.5,4200,388500
2019,2,21,129,1,1,6610000,90,1019.7,1816.08,1851856.78
2019,2,21,124,3,2,9120000,12,26.4,3446.96,90999.74
2019,2,21,124,3,2,8340000,7,13.2,13995.45,184739.94
2019,2,21,124,3,1,5820000,30,2889.9,867.47,2506901.55
2019,2,21,124,2,1,9320000,5,79,2250,177750
2019,2,21,124,2,1,8970000,14,460.58,4854.67,2235961.9
2019,2,21,124,2,1,6610000,940,9870,1281.8,12651366
2019,2,21,124,2,1,5740000,31,353.4,3477.65,1229001.51
2019,2,21,124,1,1,8970000,3,405,6217.9,2518249.5
2019,2,21,124,1,1,6610000,588,7056,2141.92,15113387.52
2019,2,21,124,1,1,5740000,40,485.2,1752.06,850099.51
2019,2,21,124,1,1,5070000,200,1658.75,11257.4,18673217.1
2019,2,21,61,3,2,8390000,21,155.99,3587.69,559643.76
2019,2,21,61,3,2,7850000,14,90.97,4000,363880
2019,2,21,61,3,2,7540000,11,44.48,6300,280224
2019,2,21,61,3,2,5820000,25,1750,850,1487500
2019,2,21,61,3,2,5710000,2041,2645.1,6417.06,16973765.5
2019,2,21,36,3,2,7580000,220,620,4264.9,2644238
2019,2,21,36,3,2,7010000,18,45,6834.89,307570.05
2019,2,21,36,3,2,6530000,23,59,4274.32,252184.88
2019,2,21,36,3,2,6220000,44,130,3487.31,453350.3
2019,2,21,36,3,2,5710000,224,241,6717.61,1618945.06
2019,2,21,36,3,2,5060000,7,26.8,12743.84,341534.91
2019,2,21,36,2,2,6840000,96,38.4,14200,545280
2019,2,21,36,2,2,6600000,3,3.66,3050.89,11166.26
2019,2,21,35,3,2,9120000,15,33,3530.3,116499.9
2019,2,21,35,3,2,8340000,1,4.1,13499.99,55349.96
2019,2,21,35,3,2,7010000,14,35.4,6595.76,233489.9
2019,2,21,35,3,2,6530000,29,82.5,3599.94,296995.05
2019,2,21,35,3,2,6220000,17,47.25,3311,156444.75
2019,2,21,35,3,2,5060000,9,47.85,13113.27,627469.83
2019,2,21,35,3,1,5820000,1442,138376,952.86,131852955.4
2019,2,21,35,2,2,6840000,396,241.56,14055.83,3395326.29
2019,2,21,35,2,1,9320000,4,64,2250,144000
2019,2,21,35,2,1,7670000,2,42,4600,193200
2019,2,21,13,3,1,8340000,3,10.6,14200,150520
2019,2,21,13,3,1,5820000,10,955,760.42,726201.1
2019,2,21,13,2,1,8970000,35,2252.05,5930.03,13354715.24
2019,2,21,13,2,1,6610000,2250,25762.5,1273.38,32805452.25
2019,2,21,13,2,1,5740000,20,196,3430.41,672360.36
2019,2,21,13,1,1,6610000,910,10556,1965.87,20751723.72
2019,2,21,13,1,1,5740000,22,225.06,1866.67,420112.75
2018,2,21,194,3,2,9140000,21,21.54,45000,969300
2018,2,21,194,3,2,9000000,50,635,1050,666750
2018,2,21,194,3,2,8390000,42,429,4090.91,1755000.39
2018,2,21,194,3,2,8280000,30,72,12100,871200
2018,2,21,194,3,2,8130000,11,115,7926.09,911500.35
2018,2,21,194,3,2,7850000,3200,24570,1474.29,36223305.3
2018,2,21,194,3,2,7560000,38,399,3700,1476300
2018,2,21,194,3,2,7420000,402,6200,15100,93620000
2018,2,21,194,3,2,7390000,285,2800,8231.12,23047136
2018,2,21,194,3,2,7380000,21,246,2588.62,636800.52
2018,2,21,194,3,2,5821000,5,50,972,48600
2018,2,21,194,3,2,5710000,720,1450,6466.55,9376497.5
2018,2,21,194,2,2,8980000,8.5,34.85,10900,379865
2018,2,21,194,2,2,6840000,17,12.41,14300,177463
2018,2,21,194,2,2,5770000,18,14.76,20500,302580
2018,2,21,194,2,2,5690000,9.3,18,8750,157500
2018,2,21,194,1,2,8980000,9,31.5,7547.62,237750.03
2018,2,21,194,1,2,5770000,13,19,14080,267520
2018,2,21,194,1,2,5690000,8,11,14050,154550
2018,2,21,111,3,2,9140000,12,10.8,45555,491994
2018,2,21,111,3,2,8390000,18,159,4179.09,664475.31
2018,2,21,111,3,2,8130000,4,44.8,7820.54,350360.19
2018,2,21,111,3,2,7850000,2350,20700,1462.31,30269817
2018,2,21,111,3,2,7540000,5,30,6500,195000
2018,2,21,111,3,2,7390000,122,1164,8431.53,9814300.92
2018,2,21,111,3,2,7380000,71,889,2731.83,2428596.87
2018,2,21,111,3,2,5821000,12,114,942.37,107430.18
2018,2,21,111,3,2,5710000,998,2080,6687.74,13910499.2
2018,2,21,111,2,2,8980000,9,39.6,10800,427680
2018,2,21,111,2,2,6840000,16,12.32,14200,174944
2018,2,21,111,2,2,6120000,7,25.9,12214.67,316359.95
2018,2,21,111,2,2,5770000,13,10.79,20400,220116
2018,2,21,111,2,2,5690000,12.5,24,8800,211200
2018,2,21,111,1,2,8980000,9,27,7600,205200
2018,2,21,111,1,2,7230000,10,100,23550,2355000
2018,2,21,111,1,2,6120000,9,36,13950,502200
2018,2,21,111,1,2,5770000,10,14,14070,196980
2018,2,21,111,1,2,5690000,13,19.5,14000,273000
2018,2,21,86,3,2,9140000,8,9.6,45700,438720
2018,2,21,86,3,2,9000000,25,312.5,1200,375000
2018,2,21,86,3,2,8390000,14,126,4203.57,529649.82
2018,2,21,86,3,2,7850000,350,1782,1421.32,2532792.24
2018,2,21,86,3,2,7390000,12,98,7872.78,771532.44
2018,2,21,86,3,2,7380000,42,520,2875,1495000
2018,2,21,86,3,2,5710000,3350,8470.8,6811.21,57696397.67
2018,2,21,86,2,2,9320000,6,40.8,5600,228480
2018,2,21,86,2,2,8980000,8,34.4,10500,361200
2018,2,21,86,2,2,6840000,12,8.4,14500,121800
2018,2,21,86,2,2,5770000,9.5,7.13,20800,148304
2018,2,21,86,1,2,7230000,50,500,23100,11550000
2018,2,21,86,1,2,5770000,8,11,14083,154913
2018,2,21,64,3,2,15050000,235,4817.5,529.62,2551444.35
2018,2,21,64,3,2,9140000,8,8.8,46000,404800
2018,2,21,64,3,2,9000000,80,960,1025,984000
2018,2,21,64,3,2,8390000,15,128.4,4286.76,550419.98
2018,2,21,64,3,2,8280000,40,100,12300,1230000
2018,2,21,64,3,2,7850000,17200,133150,1419.26,188974469
2018,2,21,64,3,2,7550000,250,2950,4269.15,12593992.5
2018,2,21,64,3,2,7420000,55,810,15000,12150000
2018,2,21,64,3,2,7390000,140,1300,8551.73,11117249
2018,2,21,64,3,2,7380000,61,750,2869.33,2151997.5
2018,2,21,64,2,2,8980000,6,25.2,11000,277200
2018,2,21,64,2,2,6840000,12,9,14400,129600
2018,2,21,64,2,2,5770000,10,8.5,21000,178500
2018,2,21,64,2,2,5690000,9.5,20,8600,172000
2018,2,21,64,1,2,8980000,14,49,7500,367500
2018,2,21,64,1,2,5770000,8,12,14100,169200
2018,2,21,64,1,2,5690000,10,14,14100,197400
2019,2,21,194,3,2,9140000,20,24,49600,1190400
2019,2,21,194,3,2,9000000,45,784.8,2390,1875672
2019,2,21,194,3,2,8390000,42,409.5,5004.79,2049461.51
2019,2,21,194,3,2,8280000,35,87.5,12290,1075375
2019,2,21,194,3,2,8130000,11,120,7975,957000
2019,2,21,194,3,2,7850000,3200,25200,1582.88,39888576
2019,2,21,194,3,2,7560000,35,350,3800,1330000
2019,2,21,194,3,2,7420000,402,6320,17200,108704000
2019,2,21,194,3,2,7390000,255,2510,8284.4,20793844
2019,2,21,194,3,2,7380000,21,240,2387.35,572964
2019,2,21,194,3,2,5821000,6,63,1028.49,64794.87
2019,2,21,194,3,2,5710000,707,1722,4548.34,7832241.48
2019,2,21,194,2,2,8980000,8,30.64,11000,337040
2019,2,21,194,2,2,6840000,16.5,10.07,14860,149640.2
2019,2,21,194,2,2,5770000,16.27,10.9,20860,227374
2019,2,21,194,2,2,5690000,11,18.15,8910,161716.5
2019,2,21,194,1,2,8980000,8,30.4,8000,243200
2019,2,21,194,1,2,5770000,11,14.74,14160,208718.4
2019,2,21,194,1,2,5690000,9,12.78,14650,187227
2019,2,21,111,3,2,9140000,12,12,49500,594000
2019,2,21,111,3,2,8390000,18,150,4672.25,700837.5
2019,2,21,111,3,2,8130000,4,46,6875,316250
2019,2,21,111,3,2,7850000,2350,19800,1571.28,31111344
2019,2,21,111,3,2,7540000,5,28.5,7230,206055
2019,2,21,111,3,2,7390000,112,1078,8789.32,9474886.96
2019,2,21,111,3,2,7380000,71,868,2617.35,2271859.8
2019,2,21,111,3,2,5821000,10,100,983.1,98310
